gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed Check,£52.73,£336.93,yes
Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit Card (Automatic),$20.11,$880.33,No
Male,0,No,Yes,51.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,electronic check,$69.68,$3669.83,no
Female,0,Yes,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),$99.59,$6919.47,No
Male,1,Yes,No,10.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed Check,$51.74,$3898.06,No
Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed Check,$nan,$70.31,  No  
Female,0,No,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,ELECTRONIC CHECK,$106.43,$4721.66,Yes
Male,0,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),$81.96,$1678.78,  No  
Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$89.73,$86.27,  Yes  
Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,MAILED CHECK,$22.87,$630.47,  No  
Male,0,No,Yes,19.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),$24.87,$693.2,NO
Male,0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Bank transfer (automatic)  ,$22.63,$965.0,  No  
Female,0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic Check,$79.16,$-51.55,Yes
Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,MAILED CHECK,$18.69,$95.84,no
Male,0,Yes,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,BANK TRANSFER (AUTOMATIC),$17.64,$603.74,no
Female,0,No,No,10.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,credit card (automatic),$20.98,$360.78,NO
Female,0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,ELECTRONIC CHECK,$79.67,$965.75,No
Female,0,Yes,No,22.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,credit card (automatic),$51.14,$1542.5,NO
Female,0,No,Yes,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,$nan,$164.4,  No  
Male,0,Yes,Yes,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,CREDIT CARD (AUTOMATIC),$24.07,$1157.19,  No  
Female,1,No,No,46.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,electronic check,$107.1,$6278.52,  No  
Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed Check,$25.22,$91.69,No
Female,0,No,Yes,45.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$81.71,$5259.83,YES
Female,0,No,No,7.0,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed Check,$22.3,$288.99,NO
Female,0,No,No,17.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic Check,$78.21,$4433.16,yes
Male,0,No,No,23.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,BANK TRANSFER (AUTOMATIC),$93.55,$5678.76,No
Male,0,No,Yes,20.0,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,  Credit card (automatic)  ,$32.74,$907.9,No
Male,0,No,No,18.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,  Bank transfer (automatic)  ,$74.57,$2182.99,No
Female,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,credit card (automatic),$16.9,$nan,NO
Male,0,No,No,65.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),$20.25,$158.21,NO
Female,0,No,No,53.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,credit card (automatic),$86.98,$5202.57,No
Female,0,No,No,68.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,BANK TRANSFER (AUTOMATIC),$91.22,$7096.91,no
Male,0,No,No,69.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,$20.32,$984.55,No
Female,0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$68.09,$724.12,yes
Female,0,No,No,3.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit Card (Automatic),$85.92,$210.23,NO
Female,1,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank Transfer (Automatic),$22.03,$96.08,No
Female,0,No,No,22.0,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,  Electronic check  ,$88.59,$nan,NO
Male,1,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,$102.96,$129.77,YES
Male,0,No,No,30.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,  Credit card (automatic)  ,$59.16,$6222.46,  No  
Female,0,No,No,58.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,bank transfer (automatic),$91.72,$5551.49,No
Male,0,No,No,3.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,ELECTRONIC CHECK,$67.08,$705.86,no
Female,1,Yes,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),$19.42,$712.42,  No  
Female,0,Yes,No,43.0,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit Card (Automatic),$50.17,$3014.52,No
Male,0,Yes,Yes,71.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,MAILED CHECK,$59.55,$5612.61,no
Male,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,  Bank transfer (automatic)  ,$60.45,$200.78,yes
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,$81.46,$122.88,no
Female,0,Yes,No,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),$22.85,$913.68,no
Female,0,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$85.02,$2132.01,yes
Male,1,No,No,47.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic Check,$97.18,$4956.57,No
Male,0,Yes,No,70.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,  Credit card (automatic)  ,$94.33,$nan,  No  
Male,0,No,No,24.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,$71.96,$1307.17,YES
Male,0,No,No,36.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,BANK TRANSFER (AUTOMATIC),$101.51,$5953.46,Yes
Male,0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),$24.83,$2007.71,No
Male,0,No,No,6.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic Check,$75.48,$157.69,No
Male,0,Yes,Yes,52.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic Check,$92.36,$4230.52,No
Male,0,Yes,No,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,$75.62,$3759.93,yes
Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,  Mailed check  ,$21.51,$nan,YES
Female,0,No,No,-1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,MAILED CHECK,$50.83,$2488.9,yes
Male,0,No,No,39.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,CREDIT CARD (AUTOMATIC),$77.06,$3126.79,  Yes  
Male,0,No,Yes,4.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,MAILED CHECK,$81.95,$nan,  No  
Male,0,No,No,,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,CREDIT CARD (AUTOMATIC),$88.86,$7340.71,NO
Male,0,Yes,No,8.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic Check,$76.2,$3325.36,Yes
Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$82.94,$-26.27,Yes
Male,0,No,No,30.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit Card (Automatic),$98.33,$5312.15,YES
Female,0,No,No,42.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,electronic check,$56.93,$5513.43,  No  
Female,0,No,No,3.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,  Mailed check  ,$22.59,$1299.57,no
Female,0,No,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Credit card (automatic)  ,$22.28,$70.36,no
Male,0,Yes,No,47.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,  Electronic check  ,$74.73,$5926.0,No
Female,0,No,No,30.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit Card (Automatic),$75.21,$257.57,no
Male,0,Yes,No,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),$22.8,$177.23,No
Male,0,Yes,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit Card (Automatic),$18.29,$798.07,YES
Male,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,CREDIT CARD (AUTOMATIC),$19.87,$785.36,no
Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank Transfer (Automatic),$22.28,$62.11,Yes
Male,0,No,No,16.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,$77.96,$1602.16,No
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$85.91,$208.34,YES
Male,0,No,No,2.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,MAILED CHECK,$38.46,$619.95,No
Male,0,No,No,21.0,Yes,No,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,credit card (automatic),$79.44,$830.02,Yes
Male,0,No,No,8.0,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,$49.63,$552.63,no
Female,1,Yes,Yes,73.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank Transfer (Automatic),$78.94,$4483.79,NO
Male,0,No,Yes,54.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,$91.98,$6325.09,  No  
Male,0,No,No,4.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,mailed check,$47.93,$36.63,YES
Female,0,Yes,Yes,50.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$74.13,$3866.49,NO
Male,0,No,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),$20.61,$nan,no
Male,0,No,No,68.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),$49.23,$5682.05,No
Male,0,Yes,No,28.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,electronic check,$92.5,$7091.64,NO
Male,0,No,No,,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,CREDIT CARD (AUTOMATIC),$89.95,$887.41,  No  
Female,0,No,No,30.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),$82.21,$1968.62,no
Female,0,Yes,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,  Electronic check  ,$77.34,$1034.23,yes
Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,BANK TRANSFER (AUTOMATIC),$20.21,$261.35,No
Male,0,No,No,41.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,BANK TRANSFER (AUTOMATIC),$96.04,$7004.12,NO
Female,0,No,No,39.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,MAILED CHECK,£21.95,£-16.54,No
Male,0,No,No,67.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,ELECTRONIC CHECK,$101.15,$6629.26,No
Male,0,No,Yes,6.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,  Mailed check  ,$85.5,$181.74,NO
Male,1,Yes,Yes,73.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),$22.05,$856.43,No
Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Credit card (automatic)  ,$18.8,$1011.84,No
Female,0,No,No,56.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,ELECTRONIC CHECK,$83.21,$nan,no
Female,0,Yes,No,40.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,ELECTRONIC CHECK,$118.68,$6947.54,no
Male,0,Yes,No,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,credit card (automatic),$108.57,$5533.72,  Yes  
Female,0,Yes,Yes,50.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,CREDIT CARD (AUTOMATIC),$86.35,$4281.61,no
Male,0,Yes,Yes,45.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,  Credit card (automatic)  ,$95.42,$4493.66,No
Female,0,No,No,17.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,  Electronic check  ,$106.06,$2410.99,  Yes  
Male,0,No,Yes,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),$21.64,$746.72,NO
Male,0,Yes,No,71.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,bank transfer (automatic),$71.97,$4221.02,NO
Male,0,Yes,No,56.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),$21.82,$nan,  No  
Male,0,Yes,No,72.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,CREDIT CARD (AUTOMATIC),$108.08,$nan,No
Male,0,No,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank Transfer (Automatic),$27.29,$2417.47,  No  
Female,0,Yes,No,39.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,credit card (automatic),$89.29,$1148.9,  No  
Female,0,No,No,39.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,$104.82,$5213.83,  No  
Male,0,No,No,5.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,credit card (automatic),$79.95,$148.56,YES
Female,0,Yes,No,24.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic Check,$85.57,$1380.09,Yes
Male,0,No,No,50.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,MAILED CHECK,$41.71,$4734.19,  No  
Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$77.64,$3262.94,Yes
Female,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,  Bank transfer (automatic)  ,$81.89,$nan,Yes
Male,0,No,No,0.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic Check,$50.44,$91.12,yes
Male,0,No,Yes,30.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),$49.5,$nan,  No  
Female,0,No,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,BANK TRANSFER (AUTOMATIC),$21.73,$315.86,no
Male,0,Yes,No,56.0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,BANK TRANSFER (AUTOMATIC),$106.69,$3691.96,  No  
Male,0,Yes,Yes,55.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,ELECTRONIC CHECK,$104.87,$4815.57,no
Male,0,Yes,No,41.0,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit Card (Automatic),$85.77,$558.92,No
Male,0,Yes,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),$23.23,$6336.12,No
Male,0,No,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,bank transfer (automatic),$19.52,$816.79,no
Male,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,$90.78,$nan,YES
Female,0,No,Yes,-1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),$nan,$41.38,NO
Male,0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,credit card (automatic),$101.59,$6309.23,NO
Male,0,No,No,2.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,ELECTRONIC CHECK,$68.29,$173.55,Yes
Female,0,Yes,Yes,51.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,bank transfer (automatic),$98.04,$nan,  No  
Female,0,No,No,4.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,  Mailed check  ,$46.06,$1429.96,no
Male,0,No,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Mailed check  ,$22.62,$1230.93,  No  
Female,0,No,No,1.0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,  Electronic check  ,$81.38,$4876.72,  Yes  
Male,0,No,No,54.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),$87.6,$6770.43,no
Male,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,$23.99,$1079.33,  No  
Male,0,Yes,No,8.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,$106.28,$2119.47,Yes
Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,electronic check,$107.55,$2986.39,YES
Male,0,No,Yes,30.0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed Check,$78.47,$5353.22,  No  
Female,0,No,No,12.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,bank transfer (automatic),$110.64,$6078.9,Yes
Female,0,No,No,21.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$27.1,$103.53,No
Male,0,Yes,No,10.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed Check,$92.17,$178.27,  Yes  
Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),$19.12,$nan,no
Female,0,Yes,Yes,,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,  Credit card (automatic)  ,$95.62,$5529.8,No
Male,0,Yes,No,36.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic Check,$91.25,$1316.93,No
Female,0,No,No,74.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit Card (Automatic),$19.04,$1018.07,  No  
Female,0,No,No,-1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$22.22,$918.0,  No  
Male,0,No,No,14.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,  Electronic check  ,$75.93,$nan,  No  
Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,$19.43,$1091.38,  No  
Male,0,No,Yes,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),$22.26,$nan,NO
Male,0,Yes,Yes,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit Card (Automatic),$23.76,$940.79,NO
Male,0,No,Yes,20.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic Check,$75.3,$2598.29,No
Male,0,Yes,No,7.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,electronic check,$78.42,$nan,YES
Female,0,No,Yes,40.0,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),$54.93,$7213.87,  No  
Male,0,No,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,  Bank transfer (automatic)  ,$21.49,$309.5,no
Male,0,No,No,12.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,mailed check,$60.8,$nan,no
Male,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,electronic check,$99.04,$nan,Yes
Male,0,No,No,4.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$73.71,$nan,  Yes  
Male,0,No,No,3.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,electronic check,$77.2,$482.81,Yes
Male,0,Yes,Yes,71.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,bank transfer (automatic),$84.7,$5969.47,No
Female,0,Yes,Yes,28.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,CREDIT CARD (AUTOMATIC),$34.63,$2909.37,No
Female,0,No,Yes,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,$24.46,$nan,No
Male,0,Yes,No,25.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),$94.65,$3389.78,No
Male,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed Check,$22.05,$268.78,No
Male,0,No,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,  Bank transfer (automatic)  ,$95.93,$3471.37,  No  
Female,0,No,No,27.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Bank Transfer (Automatic),$53.43,$1164.02,  No  
Male,0,Yes,No,38.0,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),$36.57,$227.38,No
Female,0,No,No,71.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,electronic check,$111.52,$7933.05,No
Female,0,No,No,40.0,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic Check,$76.76,$2983.45,No
Male,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Credit card (automatic)  ,$21.76,$728.4,no
Male,0,No,No,3.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,MAILED CHECK,$80.51,$151.46,no
Male,0,No,No,-2.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,  Mailed check  ,$71.03,$nan,Yes
Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit Card (Automatic),$104.13,$nan,  No  
Female,0,No,No,2.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,$91.12,$133.44,Yes
Male,0,Yes,Yes,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,$23.25,$874.49,No
Female,0,No,No,33.0,No,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),$79.05,$2180.76,no
Female,0,Yes,No,45.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,  Credit card (automatic)  ,$89.37,$2313.45,  No  
Male,0,No,No,42.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,credit card (automatic),$49.78,$3824.19,No
Male,1,No,No,8.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Credit card (automatic)  ,$23.79,$829.11,No
Male,0,No,No,-2.0,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,  Mailed check  ,$50.12,$242.38,No
Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,ELECTRONIC CHECK,$76.76,$144.03,  Yes  
Male,0,No,Yes,68.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,$84.11,$nan,yes
Male,0,Yes,Yes,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,BANK TRANSFER (AUTOMATIC),$23.36,$147.01,NO
Male,0,No,No,,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$75.87,$225.31,yes
